UF;Cod_Infracao;Quantidade
SERGIPE;5452;86
TOCANTINS;5452;245
ACRE;5460;39
ALAGOAS;5460;60
AMAZONAS;5460;74
AMAPA;5460;7
BAHIA;5460;192
CEARA;5460;96
DISTRITO FEDERAL;5460;143
ESPIRITO SANTO;5460;134
GOIAS;5460;792
MARANHAO;5460;48
MATO GROSSO;5460;78
MATO GROSSO DO SUL;5460;82
MINAS GERAIS;5460;694
PARA;5460;39
PARAIBA;5460;85
PARANA;5460;757
PERNAMBUCO;5460;177
PIAUI;5460;18
RIO DE JANEIRO;5460;382
RIO GRANDE DO NORTE;5460;57
RIO GRANDE DO SUL;5460;445
RONDONIA;5460;21
RORAIMA;5460;32
SANTA CATARINA;5460;419
SAO PAULO;5460;2510
SERGIPE;5460;3
TOCANTINS;5460;10
ACRE;5479;23
ALAGOAS;5479;125
AMAZONAS;5479;102
AMAPA;5479;19
BAHIA;5479;283
CEARA;5479;520
DISTRITO FEDERAL;5479;1750
ESPIRITO SANTO;5479;40
GOIAS;5479;169
MARANHAO;5479;81
MATO GROSSO;5479;4
MATO GROSSO DO SUL;5479;9
MINAS GERAIS;5479;160
PARA;5479;26
PARAIBA;5479;107
PARANA;5479;114
PERNAMBUCO;5479;194
PIAUI;5479;61
RIO DE JANEIRO;5479;316
RIO GRANDE DO NORTE;5479;162
RIO GRANDE DO SUL;5479;33
RONDONIA;5479;14
RORAIMA;5479;4
SANTA CATARINA;5479;77
SAO PAULO;5479;284
SERGIPE;5479;12
TOCANTINS;5479;14
ACRE;5487;70
ALAGOAS;5487;467
AMAZONAS;5487;599
AMAPA;5487;99
BAHIA;5487;1078
CEARA;5487;1150
DISTRITO FEDERAL;5487;353
ESPIRITO SANTO;5487;329
GOIAS;5487;1460
MARANHAO;5487;330
MATO GROSSO;5487;135
MATO GROSSO DO SUL;5487;171
MINAS GERAIS;5487;998
PARA;5487;649
PARAIBA;5487;663
PARANA;5487;489
PERNAMBUCO;5487;668
PIAUI;5487;227
RIO DE JANEIRO;5487;867
RIO GRANDE DO NORTE;5487;538
RIO GRANDE DO SUL;5487;228
RONDONIA;5487;48
RORAIMA;5487;11
SANTA CATARINA;5487;166
SAO PAULO;5487;2388
SERGIPE;5487;50
TOCANTINS;5487;34
ACRE;5495;2
ALAGOAS;5495;1
AMAZONAS;5495;30
BAHIA;5495;19
CEARA;5495;36
DISTRITO FEDERAL;5495;73
ESPIRITO SANTO;5495;14
GOIAS;5495;37
MARANHAO;5495;10
MATO GROSSO;5495;4
MATO GROSSO DO SUL;5495;5
MINAS GERAIS;5495;17
PARA;5495;6
PARAIBA;5495;6
PARANA;5495;12
PERNAMBUCO;5495;4
PIAUI;5495;45
RIO DE JANEIRO;5495;14
RIO GRANDE DO NORTE;5495;16
RIO GRANDE DO SUL;5495;14
RONDONIA;5495;1
SANTA CATARINA;5495;6
SAO PAULO;5495;82
ACRE;5509;37
ALAGOAS;5509;77
AMAZONAS;5509;80
AMAPA;5509;63
BAHIA;5509;384
CEARA;5509;248
DISTRITO FEDERAL;5509;213
ESPIRITO SANTO;5509;353
GOIAS;5509;248
MARANHAO;5509;87
MATO GROSSO;5509;100
MATO GROSSO DO SUL;5509;163
MINAS GERAIS;5509;1224
PARA;5509;181
PARAIBA;5509;128
PARANA;5509;343
PERNAMBUCO;5509;321
PIAUI;5509;55
RIO DE JANEIRO;5509;830
RIO GRANDE DO NORTE;5509;70
RIO GRANDE DO SUL;5509;249
RONDONIA;5509;44
RORAIMA;5509;6
SANTA CATARINA;5509;161
SAO PAULO;5509;1703
SERGIPE;5509;9
TOCANTINS;5509;10
ACRE;5517;2
ALAGOAS;5517;4
AMAZONAS;5517;7
AMAPA;5517;4
BAHIA;5517;49
CEARA;5517;1
DISTRITO FEDERAL;5517;3
ESPIRITO SANTO;5517;3
GOIAS;5517;10
MARANHAO;5517;3
MATO GROSSO;5517;1
MATO GROSSO DO SUL;5517;1
MINAS GERAIS;5517;56
PARA;5517;5
PARAIBA;5517;5
PERNAMBUCO;5517;3
RIO DE JANEIRO;5517;77
RIO GRANDE DO NORTE;5517;16
SANTA CATARINA;5517;6
SAO PAULO;5517;61
ACRE;5525;127
ALAGOAS;5525;74
AMAZONAS;5525;744
AMAPA;5525;6
BAHIA;5525;550
CEARA;5525;913
DISTRITO FEDERAL;5525;1954
ESPIRITO SANTO;5525;359
GOIAS;5525;634
MARANHAO;5525;318
MATO GROSSO;5525;249
MATO GROSSO DO SUL;5525;100
MINAS GERAIS;5525;1009
PARA;5525;142
PARAIBA;5525;115
PARANA;5525;616
PERNAMBUCO;5525;234
PIAUI;5525;47
RIO DE JANEIRO;5525;560
RIO GRANDE DO NORTE;5525;309
RIO GRANDE DO SUL;5525;358
RONDONIA;5525;30
RORAIMA;5525;42
SANTA CATARINA;5525;678
SAO PAULO;5525;2594
SERGIPE;5525;26
TOCANTINS;5525;28
ESPIRITO SANTO;5533;1
MINAS GERAIS;5533;1
PARA;5533;5
PARANA;5533;1
RIO DE JANEIRO;5533;1
ACRE;5541;208
ALAGOAS;5541;826
AMAZONAS;5541;1109
AMAPA;5541;326
BAHIA;5541;17739
CEARA;5541;6382
DISTRITO FEDERAL;5541;2748
ESPIRITO SANTO;5541;3020
GOIAS;5541;7015
MARANHAO;5541;752
MATO GROSSO;5541;627
MATO GROSSO DO SUL;5541;1417
MINAS GERAIS;5541;22304
PARA;5541;524
PARAIBA;5541;1957
PARANA;5541;23967
PERNAMBUCO;5541;10764
PIAUI;5541;352
RIO DE JANEIRO;5541;13630
RIO GRANDE DO NORTE;5541;699
RIO GRANDE DO SUL;5541;5361
RONDONIA;5541;165
RORAIMA;5541;57
SANTA CATARINA;5541;13200
SAO PAULO;5541;60300
SERGIPE;5541;246
TOCANTINS;5541;150
ACRE;5550;613
ALAGOAS;5550;1474
AMAZONAS;5550;1398
AMAPA;5550;86
BAHIA;5550;2627
CEARA;5550;16259
DISTRITO FEDERAL;5550;18577
ESPIRITO SANTO;5550;2693
GOIAS;5550;8275
MARANHAO;5550;2154
MATO GROSSO;5550;579
MATO GROSSO DO SUL;5550;636
MINAS GERAIS;5550;8140
PARA;5550;797
PARAIBA;5550;2095
PARANA;5550;3020
PERNAMBUCO;5550;3609
PIAUI;5550;1268
RIO DE JANEIRO;5550;3822
RIO GRANDE DO NORTE;5550;875
RIO GRANDE DO SUL;5550;2953
RONDONIA;5550;111
RORAIMA;5550;69
SANTA CATARINA;5550;2937
SAO PAULO;5550;30783
SERGIPE;5550;194
TOCANTINS;5550;221
ACRE;5568;76
ALAGOAS;5568;1025
AMAZONAS;5568;186
AMAPA;5568;38
BAHIA;5568;2568
CEARA;5568;1145
DISTRITO FEDERAL;5568;5833
ESPIRITO SANTO;5568;570
GOIAS;5568;15732
MARANHAO;5568;289
MATO GROSSO;5568;2041
MATO GROSSO DO SUL;5568;337
MINAS GERAIS;5568;5098
PARA;5568;285
PARAIBA;5568;702
PARANA;5568;1652
PERNAMBUCO;5568;887
PIAUI;5568;147
RIO DE JANEIRO;5568;2534
RIO GRANDE DO NORTE;5568;134
RIO GRANDE DO SUL;5568;1130
RONDONIA;5568;161
RORAIMA;5568;27
SANTA CATARINA;5568;1430
SAO PAULO;5568;12001
SERGIPE;5568;88
TOCANTINS;5568;134
ACRE;5576;1
ALAGOAS;5576;1
AMAZONAS;5576;11
BAHIA;5576;11
CEARA;5576;15
DISTRITO FEDERAL;5576;28
ESPIRITO SANTO;5576;9
GOIAS;5576;65
MARANHAO;5576;15
MATO GROSSO;5576;3
MATO GROSSO DO SUL;5576;1
MINAS GERAIS;5576;44
PARA;5576;3
PARAIBA;5576;1
PARANA;5576;15
PERNAMBUCO;5576;5
RIO DE JANEIRO;5576;67
RIO GRANDE DO NORTE;5576;1
RIO GRANDE DO SUL;5576;43
SANTA CATARINA;5576;13
SAO PAULO;5576;131
SERGIPE;5576;1
TOCANTINS;5576;1
ALAGOAS;5584;1
AMAZONAS;5584;1
BAHIA;5584;7
CEARA;5584;5
DISTRITO FEDERAL;5584;2
ESPIRITO SANTO;5584;1
GOIAS;5584;15
MARANHAO;5584;11
MATO GROSSO;5584;1
MINAS GERAIS;5584;24
PARA;5584;1
PARAIBA;5584;3
PARANA;5584;12
RIO DE JANEIRO;5584;14
RIO GRANDE DO NORTE;5584;11
RIO GRANDE DO SUL;5584;20
SANTA CATARINA;5584;9
SAO PAULO;5584;71
ACRE;5592;5
ALAGOAS;5592;42
AMAZONAS;5592;22
AMAPA;5592;3
BAHIA;5592;98
CEARA;5592;46
DISTRITO FEDERAL;5592;15
ESPIRITO SANTO;5592;12
GOIAS;5592;102
MARANHAO;5592;72
MATO GROSSO;5592;11
MATO GROSSO DO SUL;5592;35
MINAS GERAIS;5592;255
PARA;5592;17
PARAIBA;5592;13
PARANA;5592;180
PERNAMBUCO;5592;140
PIAUI;5592;2
RIO DE JANEIRO;5592;66
RIO GRANDE DO NORTE;5592;53
RIO GRANDE DO SUL;5592;239
RONDONIA;5592;2
SANTA CATARINA;5592;46
SAO PAULO;5592;879
SERGIPE;5592;2
TOCANTINS;5592;2
ALAGOAS;5606;2
AMAZONAS;5606;3
BAHIA;5606;12
CEARA;5606;11
DISTRITO FEDERAL;5606;53
ESPIRITO SANTO;5606;5
GOIAS;5606;445
MARANHAO;5606;2
MATO GROSSO;5606;5
MATO GROSSO DO SUL;5606;5
MINAS GERAIS;5606;49
PARA;5606;2
PARAIBA;5606;1
PARANA;5606;23
PERNAMBUCO;5606;7
PIAUI;5606;1
RIO DE JANEIRO;5606;167
RIO GRANDE DO NORTE;5606;2
RIO GRANDE DO SUL;5606;15
RONDONIA;5606;1
RORAIMA;5606;1
SANTA CATARINA;5606;3
SAO PAULO;5606;43
TOCANTINS;5606;1
ACRE;5614;1
ALAGOAS;5614;1
AMAPA;5614;9
BAHIA;5614;71
CEARA;5614;32
DISTRITO FEDERAL;5614;47
ESPIRITO SANTO;5614;20
GOIAS;5614;25
MARANHAO;5614;13
MATO GROSSO;5614;33
MATO GROSSO DO SUL;5614;16
MINAS GERAIS;5614;293
PARA;5614;25
PARAIBA;5614;49
PARANA;5614;91
PERNAMBUCO;5614;55
PIAUI;5614;135
RIO DE JANEIRO;5614;144
RIO GRANDE DO NORTE;5614;35
RIO GRANDE DO SUL;5614;67
RONDONIA;5614;6
RORAIMA;5614;1
SANTA CATARINA;5614;76
SAO PAULO;5614;477
SERGIPE;5614;10
TOCANTINS;5614;3
ACRE;5622;18
ALAGOAS;5622;45
AMAZONAS;5622;35
AMAPA;5622;11
BAHIA;5622;139
CEARA;5622;497
DISTRITO FEDERAL;5622;124
ESPIRITO SANTO;5622;118
GOIAS;5622;480
MARANHAO;5622;43
MATO GROSSO;5622;42
MATO GROSSO DO SUL;5622;48
MINAS GERAIS;5622;363
PARA;5622;40
PARAIBA;5622;72
PARANA;5622;273
PERNAMBUCO;5622;212
PIAUI;5622;25
RIO DE JANEIRO;5622;294
RIO GRANDE DO NORTE;5622;28
RIO GRANDE DO SUL;5622;232
RONDONIA;5622;7
RORAIMA;5622;3
SANTA CATARINA;5622;208
SAO PAULO;5622;1399
SERGIPE;5622;5
TOCANTINS;5622;6
ACRE;5630;3
ALAGOAS;5630;49
AMAZONAS;5630;17
AMAPA;5630;1
BAHIA;5630;16
CEARA;5630;27
DISTRITO FEDERAL;5630;35
ESPIRITO SANTO;5630;30
GOIAS;5630;52
MARANHAO;5630;2
MATO GROSSO;5630;1
MATO GROSSO DO SUL;5630;13
MINAS GERAIS;5630;96
PARA;5630;3
PARAIBA;5630;5
PARANA;5630;191
PERNAMBUCO;5630;171
PIAUI;5630;7
RIO DE JANEIRO;5630;44
RIO GRANDE DO NORTE;5630;36
RIO GRANDE DO SUL;5630;42
SANTA CATARINA;5630;45
SAO PAULO;5630;678
AMAPA;5649;1
BAHIA;5649;39
GOIAS;5649;1
MINAS GERAIS;5649;4
RIO DE JANEIRO;5649;1
SANTA CATARINA;5649;1
SAO PAULO;5649;5
ACRE;5657;6
ALAGOAS;5657;3
AMAZONAS;5657;22
BAHIA;5657;10
CEARA;5657;6
DISTRITO FEDERAL;5657;35
ESPIRITO SANTO;5657;19
GOIAS;5657;189
MARANHAO;5657;5
MATO GROSSO;5657;7
MATO GROSSO DO SUL;5657;1
MINAS GERAIS;5657;56
PARA;5657;3
PARAIBA;5657;2
PARANA;5657;27
PERNAMBUCO;5657;2
RIO DE JANEIRO;5657;4
RIO GRANDE DO NORTE;5657;3
RIO GRANDE DO SUL;5657;17
RONDONIA;5657;1
SANTA CATARINA;5657;36
SAO PAULO;5657;82
SERGIPE;5657;1
TOCANTINS;5657;1
ACRE;5665;13
ALAGOAS;5665;233
AMAZONAS;5665;162
AMAPA;5665;2
BAHIA;5665;23
CEARA;5665;656
DISTRITO FEDERAL;5665;196
ESPIRITO SANTO;5665;48
GOIAS;5665;1307
MARANHAO;5665;54
MATO GROSSO;5665;11
MATO GROSSO DO SUL;5665;15
MINAS GERAIS;5665;447
PARA;5665;16
PARAIBA;5665;20
PARANA;5665;144
PERNAMBUCO;5665;103
PIAUI;5665;13
RIO DE JANEIRO;5665;898
RIO GRANDE DO NORTE;5665;31
RIO GRANDE DO SUL;5665;426
RONDONIA;5665;1
RORAIMA;5665;3
SANTA CATARINA;5665;108
SAO PAULO;5665;1384
SERGIPE;5665;1
TOCANTINS;5665;6
ACRE;5673;24
ALAGOAS;5673;110
AMAZONAS;5673;48
AMAPA;5673;169
BAHIA;5673;167
CEARA;5673;1998
DISTRITO FEDERAL;5673;439
ESPIRITO SANTO;5673;74
GOIAS;5673;3578
MARANHAO;5673;181
MATO GROSSO;5673;784
MATO GROSSO DO SUL;5673;159
MINAS GERAIS;5673;2696
PARA;5673;1774
PARAIBA;5673;104
PARANA;5673;2217
PERNAMBUCO;5673;1034
PIAUI;5673;1000
RIO DE JANEIRO;5673;1355
RIO GRANDE DO NORTE;5673;668
RIO GRANDE DO SUL;5673;914
RONDONIA;5673;21
RORAIMA;5673;15
SANTA CATARINA;5673;1189
SAO PAULO;5673;17715
SERGIPE;5673;16
TOCANTINS;5673;284
ACRE;5681;16
ALAGOAS;5681;1241
AMAZONAS;5681;11
AMAPA;5681;7
BAHIA;5681;237
CEARA;5681;52
DISTRITO FEDERAL;5681;13246
ESPIRITO SANTO;5681;60
GOIAS;5681;2688
MARANHAO;5681;159
MATO GROSSO;5681;250
MATO GROSSO DO SUL;5681;94
MINAS GERAIS;5681;1247
PARA;5681;246
PARAIBA;5681;37
PARANA;5681;236
PERNAMBUCO;5681;74
PIAUI;5681;32
RIO DE JANEIRO;5681;496
RIO GRANDE DO NORTE;5681;461
RIO GRANDE DO SUL;5681;135
RONDONIA;5681;68
RORAIMA;5681;11
SANTA CATARINA;5681;228
SAO PAULO;5681;961
SERGIPE;5681;15
TOCANTINS;5681;94
ALAGOAS;5690;2
BAHIA;5690;12
CEARA;5690;2
DISTRITO FEDERAL;5690;246
ESPIRITO SANTO;5690;6
GOIAS;5690;81
MARANHAO;5690;5
MATO GROSSO;5690;4
MATO GROSSO DO SUL;5690;2
MINAS GERAIS;5690;632
PARA;5690;7
PARAIBA;5690;2
PARANA;5690;13
PERNAMBUCO;5690;77
PIAUI;5690;7
RIO DE JANEIRO;5690;71
RIO GRANDE DO NORTE;5690;6
RIO GRANDE DO SUL;5690;41
SANTA CATARINA;5690;12
SAO PAULO;5690;201
TOCANTINS;5690;1
ACRE;5703;10
ALAGOAS;5703;22
AMAZONAS;5703;127
AMAPA;5703;9
BAHIA;5703;123
CEARA;5703;24
DISTRITO FEDERAL;5703;114
ESPIRITO SANTO;5703;101
GOIAS;5703;249
MARANHAO;5703;19
MATO GROSSO;5703;95
MATO GROSSO DO SUL;5703;149
MINAS GERAIS;5703;1116
PARA;5703;42
PARAIBA;5703;2
PARANA;5703;10563
PERNAMBUCO;5703;78
PIAUI;5703;12
RIO DE JANEIRO;5703;429
RIO GRANDE DO NORTE;5703;7
RIO GRANDE DO SUL;5703;396
RONDONIA;5703;34
RORAIMA;5703;2
SANTA CATARINA;5703;1652
SAO PAULO;5703;9979
SERGIPE;5703;15
TOCANTINS;5703;31
ACRE;5711;6
ALAGOAS;5711;1
AMAZONAS;5711;58
BAHIA;5711;37
CEARA;5711;13
DISTRITO FEDERAL;5711;74
ESPIRITO SANTO;5711;62
GOIAS;5711;124
MARANHAO;5711;8
MATO GROSSO;5711;156
MATO GROSSO DO SUL;5711;66
MINAS GERAIS;5711;352
PARA;5711;12
PARAIBA;5711;18
PARANA;5711;432
PERNAMBUCO;5711;39
PIAUI;5711;4
RIO DE JANEIRO;5711;67
RIO GRANDE DO NORTE;5711;12
RIO GRANDE DO SUL;5711;302
RONDONIA;5711;17
SANTA CATARINA;5711;445
SAO PAULO;5711;2985
SERGIPE;5711;7
TOCANTINS;5711;11
ACRE;5720;34
ALAGOAS;5720;61
AMAZONAS;5720;107
AMAPA;5720;7
BAHIA;5720;252
CEARA;5720;444
DISTRITO FEDERAL;5720;394
ESPIRITO SANTO;5720;126
GOIAS;5720;459
MARANHAO;5720;140
MATO GROSSO;5720;73
MATO GROSSO DO SUL;5720;55
MINAS GERAIS;5720;388
PARA;5720;115
PARAIBA;5720;71
PARANA;5720;298
PERNAMBUCO;5720;166
PIAUI;5720;91
RIO DE JANEIRO;5720;153
RIO GRANDE DO NORTE;5720;60
RIO GRANDE DO SUL;5720;326
RONDONIA;5720;80
RORAIMA;5720;4
SANTA CATARINA;5720;630
SAO PAULO;5720;943
SERGIPE;5720;14
TOCANTINS;5720;8
ACRE;5738;113
ALAGOAS;5738;298
AMAZONAS;5738;1576
AMAPA;5738;26
BAHIA;5738;986
CEARA;5738;2420
DISTRITO FEDERAL;5738;1314
ESPIRITO SANTO;5738;593
GOIAS;5738;3052
MARANHAO;5738;1271
MATO GROSSO;5738;200
MATO GROSSO DO SUL;5738;143
MINAS GERAIS;5738;1475
PARA;5738;662
PARAIBA;5738;1022
PARANA;5738;963
PERNAMBUCO;5738;852
PIAUI;5738;324
RIO DE JANEIRO;5738;1474
RIO GRANDE DO NORTE;5738;284
RIO GRANDE DO SUL;5738;667
RONDONIA;5738;149
RORAIMA;5738;24
SANTA CATARINA;5738;482
SAO PAULO;5738;5505
SERGIPE;5738;50
TOCANTINS;5738;71
ACRE;5746;50
ALAGOAS;5746;153
AMAZONAS;5746;110
AMAPA;5746;18
BAHIA;5746;2031
CEARA;5746;965
DISTRITO FEDERAL;5746;745
ESPIRITO SANTO;5746;995
GOIAS;5746;894
MARANHAO;5746;146
MATO GROSSO;5746;461
MATO GROSSO DO SUL;5746;520
MINAS GERAIS;5746;21988
PARA;5746;305
PARAIBA;5746;1585
PARANA;5746;5618
PERNAMBUCO;5746;2212
PIAUI;5746;277
RIO DE JANEIRO;5746;3031
RIO GRANDE DO NORTE;5746;241
RIO GRANDE DO SUL;5746;1818
RONDONIA;5746;91
RORAIMA;5746;10
SANTA CATARINA;5746;3044
SAO PAULO;5746;175359
SERGIPE;5746;110
TOCANTINS;5746;107
BAHIA;5762;1
CEARA;5762;4
DISTRITO FEDERAL;5762;1
ESPIRITO SANTO;5762;1
GOIAS;5762;2
MATO GROSSO;5762;1
MATO GROSSO DO SUL;5762;1
MINAS GERAIS;5762;2
PARANA;5762;6
PERNAMBUCO;5762;1
RIO DE JANEIRO;5762;1
RIO GRANDE DO NORTE;5762;2
RIO GRANDE DO SUL;5762;1
RONDONIA;5762;1
SANTA CATARINA;5762;1
SAO PAULO;5762;11
ACRE;5770;1
ALAGOAS;5770;7
AMAZONAS;5770;2
BAHIA;5770;44
CEARA;5770;28
DISTRITO FEDERAL;5770;123
ESPIRITO SANTO;5770;12
GOIAS;5770;37
MARANHAO;5770;13
MATO GROSSO;5770;10
MATO GROSSO DO SUL;5770;10
MINAS GERAIS;5770;63
PARA;5770;12
PARAIBA;5770;14
PARANA;5770;60
PERNAMBUCO;5770;34
PIAUI;5770;3
RIO DE JANEIRO;5770;70
RIO GRANDE DO NORTE;5770;19
RIO GRANDE DO SUL;5770;50
RONDONIA;5770;16
SANTA CATARINA;5770;69
SAO PAULO;5770;191
SERGIPE;5770;6
TOCANTINS;5770;2
ALAGOAS;5789;1
BAHIA;5789;1
CEARA;5789;2
DISTRITO FEDERAL;5789;7
ESPIRITO SANTO;5789;4
GOIAS;5789;1
MARANHAO;5789;1
MATO GROSSO;5789;1
MINAS GERAIS;5789;3
PARA;5789;2
PARANA;5789;1
PERNAMBUCO;5789;1
RIO DE JANEIRO;5789;6
RIO GRANDE DO NORTE;5789;1
RIO GRANDE DO SUL;5789;6
SANTA CATARINA;5789;5
SAO PAULO;5789;8
ACRE;5797;13
ALAGOAS;5797;9
AMAZONAS;5797;7
AMAPA;5797;1
BAHIA;5797;97
CEARA;5797;42
DISTRITO FEDERAL;5797;43
ESPIRITO SANTO;5797;38
GOIAS;5797;57
MARANHAO;5797;15
MATO GROSSO;5797;49
MATO GROSSO DO SUL;5797;26
MINAS GERAIS;5797;206
PARA;5797;65
PARAIBA;5797;12
PARANA;5797;116
PERNAMBUCO;5797;47
PIAUI;5797;19
RIO DE JANEIRO;5797;40
RIO GRANDE DO NORTE;5797;10
RIO GRANDE DO SUL;5797;70
RONDONIA;5797;27
RORAIMA;5797;3
SANTA CATARINA;5797;124
SAO PAULO;5797;233
SERGIPE;5797;7
TOCANTINS;5797;11
ACRE;5800;1
ALAGOAS;5800;3
AMAZONAS;5800;7
AMAPA;5800;1
BAHIA;5800;35
CEARA;5800;8
DISTRITO FEDERAL;5800;71
ESPIRITO SANTO;5800;101
GOIAS;5800;311
MARANHAO;5800;10
MATO GROSSO;5800;37
MATO GROSSO DO SUL;5800;23
MINAS GERAIS;5800;301
PARA;5800;1
PARAIBA;5800;84
PARANA;5800;155
PERNAMBUCO;5800;13
PIAUI;5800;7
RIO DE JANEIRO;5800;128
RIO GRANDE DO NORTE;5800;3
RIO GRANDE DO SUL;5800;278
RONDONIA;5800;12
SANTA CATARINA;5800;262
SAO PAULO;5800;6112
TOCANTINS;5800;1
ACRE;5819;115
ALAGOAS;5819;168
AMAZONAS;5819;495
AMAPA;5819;32
BAHIA;5819;1153
CEARA;5819;2178
DISTRITO FEDERAL;5819;1691
ESPIRITO SANTO;5819;226
GOIAS;5819;2354
MARANHAO;5819;554
MATO GROSSO;5819;262
MATO GROSSO DO SUL;5819;143
MINAS GERAIS;5819;1541
PARA;5819;782
PARAIBA;5819;359
PARANA;5819;837
PERNAMBUCO;5819;1043
PIAUI;5819;161
RIO DE JANEIRO;5819;2533
RIO GRANDE DO NORTE;5819;582
RIO GRANDE DO SUL;5819;1182
RONDONIA;5819;209
RORAIMA;5819;33
SANTA CATARINA;5819;1055
SAO PAULO;5819;8676
SERGIPE;5819;45
TOCANTINS;5819;59
ACRE;5827;2
ALAGOAS;5827;1
AMAZONAS;5827;3
AMAPA;5827;3
BAHIA;5827;45
CEARA;5827;18
DISTRITO FEDERAL;5827;38
ESPIRITO SANTO;5827;8
GOIAS;5827;46
MARANHAO;5827;4
MATO GROSSO;5827;4
MATO GROSSO DO SUL;5827;1
MINAS GERAIS;5827;72
PARA;5827;4
PARAIBA;5827;11
PARANA;5827;27
PERNAMBUCO;5827;11
PIAUI;5827;1
RIO DE JANEIRO;5827;55
RIO GRANDE DO NORTE;5827;3
RIO GRANDE DO SUL;5827;27
SANTA CATARINA;5827;24
SAO PAULO;5827;332
TOCANTINS;5827;1
ACRE;5835;174
ALAGOAS;5835;190
AMAZONAS;5835;258
AMAPA;5835;112
BAHIA;5835;953
CEARA;5835;592
DISTRITO FEDERAL;5835;559
ESPIRITO SANTO;5835;441
GOIAS;5835;926
MARANHAO;5835;326
MATO GROSSO;5835;876
MATO GROSSO DO SUL;5835;466
MINAS GERAIS;5835;1740
PARA;5835;585
PARAIBA;5835;274
PARANA;5835;1295
PERNAMBUCO;5835;623
PIAUI;5835;227
RIO DE JANEIRO;5835;1279
RIO GRANDE DO NORTE;5835;406
RIO GRANDE DO SUL;5835;1242
RONDONIA;5835;1373
RORAIMA;5835;66
SANTA CATARINA;5835;1492
SAO PAULO;5835;4698
SERGIPE;5835;238
TOCANTINS;5835;118
ACRE;5843;9
ALAGOAS;5843;42
AMAZONAS;5843;847
AMAPA;5843;6
BAHIA;5843;1182
CEARA;5843;179
DISTRITO FEDERAL;5843;5901
ESPIRITO SANTO;5843;62
GOIAS;5843;647
MARANHAO;5843;33
MATO GROSSO;5843;45
MATO GROSSO DO SUL;5843;99
MINAS GERAIS;5843;1219
PARA;5843;102
PARAIBA;5843;24
PARANA;5843;488
PERNAMBUCO;5843;131
PIAUI;5843;30
RIO DE JANEIRO;5843;262
RIO GRANDE DO NORTE;5843;232
RIO GRANDE DO SUL;5843;624
RONDONIA;5843;30
RORAIMA;5843;9
SANTA CATARINA;5843;660
SAO PAULO;5843;14048
SERGIPE;5843;28
TOCANTINS;5843;12
ALAGOAS;5851;15
AMAZONAS;5851;30
AMAPA;5851;1
BAHIA;5851;8
CEARA;5851;33
DISTRITO FEDERAL;5851;340
ESPIRITO SANTO;5851;25
GOIAS;5851;70
MARANHAO;5851;6
MATO GROSSO;5851;7
MATO GROSSO DO SUL;5851;9
MINAS GERAIS;5851;119
PARA;5851;1
PARAIBA;5851;17
PARANA;5851;83
PERNAMBUCO;5851;259
PIAUI;5851;1
RIO DE JANEIRO;5851;20
RIO GRANDE DO NORTE;5851;123
RIO GRANDE DO SUL;5851;117
RONDONIA;5851;4
SANTA CATARINA;5851;28
SAO PAULO;5851;1037
TOCANTINS;5851;1
ACRE;5860;3
AMAZONAS;5860;1
AMAPA;5860;2
BAHIA;5860;5
CEARA;5860;12
DISTRITO FEDERAL;5860;78
ESPIRITO SANTO;5860;5
GOIAS;5860;36
MATO GROSSO;5860;3
MATO GROSSO DO SUL;5860;1
MINAS GERAIS;5860;28
PARA;5860;3
PARAIBA;5860;1
PARANA;5860;28
PERNAMBUCO;5860;12
RIO DE JANEIRO;5860;13
RIO GRANDE DO NORTE;5860;8
RIO GRANDE DO SUL;5860;31
RONDONIA;5860;5
SANTA CATARINA;5860;13
SAO PAULO;5860;149
TOCANTINS;5860;3
ACRE;5878;10
ALAGOAS;5878;17
AMAZONAS;5878;4
BAHIA;5878;46
CEARA;5878;6
DISTRITO FEDERAL;5878;77
ESPIRITO SANTO;5878;34
GOIAS;5878;150
MARANHAO;5878;4
MATO GROSSO;5878;10
MATO GROSSO DO SUL;5878;10
MINAS GERAIS;5878;136
PARA;5878;7
PARAIBA;5878;8
PARANA;5878;104
PERNAMBUCO;5878;6
PIAUI;5878;1
RIO DE JANEIRO;5878;37
RIO GRANDE DO NORTE;5878;13
RIO GRANDE DO SUL;5878;92
RONDONIA;5878;6
SANTA CATARINA;5878;67
SAO PAULO;5878;708
SERGIPE;5878;1
TOCANTINS;5878;2
ALAGOAS;5886;1
DISTRITO FEDERAL;5886;1
GOIAS;5886;9
MARANHAO;5886;1
MATO GROSSO DO SUL;5886;1
PARA;5886;2
CEARA;5894;1
DISTRITO FEDERAL;5894;1
GOIAS;5894;3
MARANHAO;5894;1
MINAS GERAIS;5894;4
PARA;5894;1
PARAIBA;5894;1
PARANA;5894;1
PERNAMBUCO;5894;32
PIAUI;5894;2
RIO GRANDE DO SUL;5894;3
SANTA CATARINA;5894;4
SAO PAULO;5894;7
ACRE;5908;3
ALAGOAS;5908;6
AMAZONAS;5908;10
AMAPA;5908;2
BAHIA;5908;153
CEARA;5908;205
DISTRITO FEDERAL;5908;128
ESPIRITO SANTO;5908;43
GOIAS;5908;71
MARANHAO;5908;44
MATO GROSSO;5908;32
MATO GROSSO DO SUL;5908;47
MINAS GERAIS;5908;405
PARA;5908;24
PARAIBA;5908;41
PARANA;5908;46
