UF;Cod_Infracao;Quantidade
RIO DE JANEIRO;5142;64
RIO GRANDE DO NORTE;5142;14
RIO GRANDE DO SUL;5142;117
RONDONIA;5142;50
RORAIMA;5142;4
SANTA CATARINA;5142;246
SAO PAULO;5142;904
SERGIPE;5142;13
TOCANTINS;5142;3
AMAZONAS;5150;1
BAHIA;5150;25
CEARA;5150;38
DISTRITO FEDERAL;5150;1
ESPIRITO SANTO;5150;1
GOIAS;5150;4
MATO GROSSO DO SUL;5150;1
MINAS GERAIS;5150;37
PARA;5150;5
PARAIBA;5150;4
PARANA;5150;3
PERNAMBUCO;5150;10
PIAUI;5150;4
RIO DE JANEIRO;5150;6
RIO GRANDE DO NORTE;5150;1
RIO GRANDE DO SUL;5150;11
RORAIMA;5150;2
SANTA CATARINA;5150;10
SAO PAULO;5150;25
SERGIPE;5150;1
ACRE;5169;1179
ALAGOAS;5169;34
AMAZONAS;5169;66
AMAPA;5169;43
BAHIA;5169;72
CEARA;5169;35
DISTRITO FEDERAL;5169;720
ESPIRITO SANTO;5169;69
GOIAS;5169;358
MARANHAO;5169;57
MATO GROSSO;5169;450
MATO GROSSO DO SUL;5169;137
MINAS GERAIS;5169;2439
PARA;5169;224
PARAIBA;5169;30
PARANA;5169;548
PERNAMBUCO;5169;186
PIAUI;5169;20
RIO DE JANEIRO;5169;92
RIO GRANDE DO NORTE;5169;139
RIO GRANDE DO SUL;5169;165
RONDONIA;5169;279
RORAIMA;5169;6
SANTA CATARINA;5169;262
SAO PAULO;5169;1372
SERGIPE;5169;54
TOCANTINS;5169;24
ACRE;5177;3
BAHIA;5177;5
CEARA;5177;2
DISTRITO FEDERAL;5177;3
GOIAS;5177;4
MATO GROSSO;5177;3
MATO GROSSO DO SUL;5177;5
MINAS GERAIS;5177;100
PARA;5177;3
PARANA;5177;23
PERNAMBUCO;5177;1
RIO GRANDE DO SUL;5177;8
SANTA CATARINA;5177;4
SAO PAULO;5177;32
ACRE;5185;242
ALAGOAS;5185;1076
AMAZONAS;5185;5105
AMAPA;5185;324
BAHIA;5185;3743
CEARA;5185;2574
DISTRITO FEDERAL;5185;7526
ESPIRITO SANTO;5185;2109
GOIAS;5185;9168
MARANHAO;5185;1423
MATO GROSSO;5185;6828
MATO GROSSO DO SUL;5185;3554
MINAS GERAIS;5185;16066
PARA;5185;1392
PARAIBA;5185;1664
PARANA;5185;13071
PERNAMBUCO;5185;2892
PIAUI;5185;611
RIO DE JANEIRO;5185;11770
RIO GRANDE DO NORTE;5185;1632
RIO GRANDE DO SUL;5185;3579
RONDONIA;5185;912
RORAIMA;5185;231
SANTA CATARINA;5185;10686
SAO PAULO;5185;92437
SERGIPE;5185;195
TOCANTINS;5185;788
ACRE;5193;11
ALAGOAS;5193;67
AMAZONAS;5193;100
AMAPA;5193;38
BAHIA;5193;279
CEARA;5193;183
DISTRITO FEDERAL;5193;409
ESPIRITO SANTO;5193;142
GOIAS;5193;680
MARANHAO;5193;117
MATO GROSSO;5193;454
MATO GROSSO DO SUL;5193;247
MINAS GERAIS;5193;948
PARA;5193;187
PARAIBA;5193;74
PARANA;5193;1352
PERNAMBUCO;5193;223
PIAUI;5193;34
RIO DE JANEIRO;5193;604
RIO GRANDE DO NORTE;5193;122
RIO GRANDE DO SUL;5193;314
RONDONIA;5193;85
RORAIMA;5193;21
SANTA CATARINA;5193;522
SAO PAULO;5193;3431
SERGIPE;5193;17
TOCANTINS;5193;49
ACRE;5207;147
ALAGOAS;5207;101
AMAZONAS;5207;56
AMAPA;5207;8
BAHIA;5207;368
CEARA;5207;120
DISTRITO FEDERAL;5207;358
ESPIRITO SANTO;5207;121
GOIAS;5207;968
MARANHAO;5207;35
MATO GROSSO;5207;103
MATO GROSSO DO SUL;5207;61
MINAS GERAIS;5207;853
PARA;5207;21
PARAIBA;5207;26
PARANA;5207;350
PERNAMBUCO;5207;351
PIAUI;5207;13
RIO DE JANEIRO;5207;199
RIO GRANDE DO NORTE;5207;286
RIO GRANDE DO SUL;5207;188
RONDONIA;5207;67
RORAIMA;5207;2
SANTA CATARINA;5207;532
SAO PAULO;5207;3841
SERGIPE;5207;53
TOCANTINS;5207;19
ACRE;5215;98
ALAGOAS;5215;37
AMAZONAS;5215;48
AMAPA;5215;2
BAHIA;5215;148
CEARA;5215;39
DISTRITO FEDERAL;5215;42
ESPIRITO SANTO;5215;16
GOIAS;5215;98
MARANHAO;5215;20
MATO GROSSO;5215;32
MATO GROSSO DO SUL;5215;9
MINAS GERAIS;5215;326
PARA;5215;72
PARAIBA;5215;14
PARANA;5215;134
PERNAMBUCO;5215;53
PIAUI;5215;3
RIO DE JANEIRO;5215;218
RIO GRANDE DO NORTE;5215;40
RIO GRANDE DO SUL;5215;36
RONDONIA;5215;21
RORAIMA;5215;3
SANTA CATARINA;5215;60
SAO PAULO;5215;1088
SERGIPE;5215;9
TOCANTINS;5215;5
ACRE;5223;1
ALAGOAS;5223;2
AMAZONAS;5223;1
AMAPA;5223;1
BAHIA;5223;5
DISTRITO FEDERAL;5223;2
GOIAS;5223;8
MINAS GERAIS;5223;1
PARANA;5223;2
PERNAMBUCO;5223;1
PIAUI;5223;1
RIO DE JANEIRO;5223;9
RIO GRANDE DO SUL;5223;1
SANTA CATARINA;5223;2
SAO PAULO;5223;9
ACRE;5231;5
ALAGOAS;5231;8
AMAZONAS;5231;1
AMAPA;5231;1
BAHIA;5231;14
CEARA;5231;7
DISTRITO FEDERAL;5231;22
ESPIRITO SANTO;5231;6
GOIAS;5231;64
MATO GROSSO;5231;6
MATO GROSSO DO SUL;5231;5
MINAS GERAIS;5231;42
PARA;5231;3
PARAIBA;5231;1
PARANA;5231;58
PERNAMBUCO;5231;16
PIAUI;5231;3
RIO DE JANEIRO;5231;24
RIO GRANDE DO SUL;5231;18
RONDONIA;5231;4
SANTA CATARINA;5231;57
SAO PAULO;5231;215
ACRE;5240;5
ALAGOAS;5240;1
BAHIA;5240;2
CEARA;5240;1
DISTRITO FEDERAL;5240;9
GOIAS;5240;2
MATO GROSSO;5240;6
MATO GROSSO DO SUL;5240;2
MINAS GERAIS;5240;1
PARA;5240;1
PARANA;5240;7
PERNAMBUCO;5240;3
RIO DE JANEIRO;5240;4
RIO GRANDE DO SUL;5240;2
RONDONIA;5240;1
SANTA CATARINA;5240;4
SAO PAULO;5240;39
SERGIPE;5240;2
ALAGOAS;5258;3
AMAZONAS;5258;2
BAHIA;5258;4
DISTRITO FEDERAL;5258;14
ESPIRITO SANTO;5258;4
GOIAS;5258;25
MARANHAO;5258;2
MATO GROSSO;5258;3
MATO GROSSO DO SUL;5258;4
MINAS GERAIS;5258;44
PARA;5258;1
PARANA;5258;4
PERNAMBUCO;5258;3
PIAUI;5258;2
RIO DE JANEIRO;5258;10
RIO GRANDE DO SUL;5258;3
SANTA CATARINA;5258;14
SAO PAULO;5258;156
SERGIPE;5258;1
ACRE;5266;1
ALAGOAS;5266;2
BAHIA;5266;39
CEARA;5266;1
DISTRITO FEDERAL;5266;15
ESPIRITO SANTO;5266;1
GOIAS;5266;7
MATO GROSSO;5266;1
MATO GROSSO DO SUL;5266;2
MINAS GERAIS;5266;9
PARAIBA;5266;1
PARANA;5266;9
PERNAMBUCO;5266;16
RIO DE JANEIRO;5266;8
RIO GRANDE DO SUL;5266;12
SANTA CATARINA;5266;5
SAO PAULO;5266;117
SERGIPE;5266;2
ACRE;5274;138
ALAGOAS;5274;21
AMAZONAS;5274;7
AMAPA;5274;5
BAHIA;5274;301
CEARA;5274;59
DISTRITO FEDERAL;5274;292
ESPIRITO SANTO;5274;29
GOIAS;5274;271
MARANHAO;5274;19
MATO GROSSO;5274;159
MATO GROSSO DO SUL;5274;64
MINAS GERAIS;5274;513
PARA;5274;44
PARAIBA;5274;20
PARANA;5274;372
PERNAMBUCO;5274;202
PIAUI;5274;7
RIO DE JANEIRO;5274;88
RIO GRANDE DO NORTE;5274;33
RIO GRANDE DO SUL;5274;124
RONDONIA;5274;55
RORAIMA;5274;6
SANTA CATARINA;5274;315
SAO PAULO;5274;1529
SERGIPE;5274;28
TOCANTINS;5274;14
ACRE;5282;28
AMAZONAS;5282;2
AMAPA;5282;1
BAHIA;5282;4
DISTRITO FEDERAL;5282;14
ESPIRITO SANTO;5282;4
GOIAS;5282;4
MARANHAO;5282;1
MATO GROSSO;5282;1
MATO GROSSO DO SUL;5282;5
MINAS GERAIS;5282;39
PARA;5282;1
PARAIBA;5282;1
PARANA;5282;15
PERNAMBUCO;5282;2
PIAUI;5282;1
RIO DE JANEIRO;5282;1
RIO GRANDE DO NORTE;5282;3
RIO GRANDE DO SUL;5282;4
RONDONIA;5282;10
SANTA CATARINA;5282;17
SAO PAULO;5282;19
SERGIPE;5282;2
TOCANTINS;5282;1
ACRE;5290;3
BAHIA;5290;3
CEARA;5290;3
DISTRITO FEDERAL;5290;6
ESPIRITO SANTO;5290;1
GOIAS;5290;1
MATO GROSSO;5290;1
MINAS GERAIS;5290;12
PARANA;5290;3
RIO GRANDE DO SUL;5290;1
RONDONIA;5290;1
SANTA CATARINA;5290;16
SAO PAULO;5290;7
ACRE;5304;11
BAHIA;5304;1
CEARA;5304;1
DISTRITO FEDERAL;5304;1
ESPIRITO SANTO;5304;1
GOIAS;5304;1
MATO GROSSO DO SUL;5304;1
MINAS GERAIS;5304;11
PARAIBA;5304;3
PARANA;5304;4
PERNAMBUCO;5304;2
PIAUI;5304;1
RIO GRANDE DO NORTE;5304;1
RIO GRANDE DO SUL;5304;1
RONDONIA;5304;4
SANTA CATARINA;5304;8
SAO PAULO;5304;14
BAHIA;5312;1
DISTRITO FEDERAL;5312;1
GOIAS;5312;1
MINAS GERAIS;5312;1
PARANA;5312;1
RIO GRANDE DO SUL;5312;1
SANTA CATARINA;5312;3
ACRE;5320;10
BAHIA;5320;3
DISTRITO FEDERAL;5320;6
ESPIRITO SANTO;5320;1
GOIAS;5320;4
MATO GROSSO DO SUL;5320;4
MINAS GERAIS;5320;17
PARAIBA;5320;1
PARANA;5320;20
PERNAMBUCO;5320;2
PIAUI;5320;1
RIO GRANDE DO NORTE;5320;3
RIO GRANDE DO SUL;5320;3
SANTA CATARINA;5320;14
SAO PAULO;5320;11
SERGIPE;5320;1
RIO GRANDE DO SUL;5339;1
ACRE;5347;2
AMAZONAS;5347;2
BAHIA;5347;11
CEARA;5347;2
DISTRITO FEDERAL;5347;4
ESPIRITO SANTO;5347;3
GOIAS;5347;9
MARANHAO;5347;1
MATO GROSSO;5347;2
MATO GROSSO DO SUL;5347;1
MINAS GERAIS;5347;13
PARA;5347;1
PARANA;5347;25
PERNAMBUCO;5347;2
RIO DE JANEIRO;5347;4
RIO GRANDE DO SUL;5347;13
SANTA CATARINA;5347;20
SAO PAULO;5347;18
TOCANTINS;5347;2
GOIAS;5355;1
MATO GROSSO;5355;2
MINAS GERAIS;5355;5
PARAIBA;5355;2
PARANA;5355;1
RIO DE JANEIRO;5355;1
RIO GRANDE DO SUL;5355;1
SAO PAULO;5355;3
ALAGOAS;5363;1
AMAZONAS;5363;2
BAHIA;5363;5
GOIAS;5363;3
MARANHAO;5363;1
MATO GROSSO DO SUL;5363;2
PERNAMBUCO;5363;1
SAO PAULO;5363;8
ACRE;5371;3
ALAGOAS;5371;4
AMAZONAS;5371;9
BAHIA;5371;7
CEARA;5371;3
DISTRITO FEDERAL;5371;10
ESPIRITO SANTO;5371;1
GOIAS;5371;19
MARANHAO;5371;3
MATO GROSSO;5371;4
MATO GROSSO DO SUL;5371;3
MINAS GERAIS;5371;27
PARA;5371;3
PARAIBA;5371;1
PARANA;5371;14
PERNAMBUCO;5371;2
RIO DE JANEIRO;5371;5
RIO GRANDE DO NORTE;5371;1
RIO GRANDE DO SUL;5371;5
RONDONIA;5371;1
RORAIMA;5371;1
SANTA CATARINA;5371;26
SAO PAULO;5371;147
TOCANTINS;5371;1
ACRE;5380;63
ALAGOAS;5380;188
AMAZONAS;5380;107
AMAPA;5380;6
BAHIA;5380;634
CEARA;5380;855
DISTRITO FEDERAL;5380;249
ESPIRITO SANTO;5380;111
GOIAS;5380;2206
MARANHAO;5380;72
MATO GROSSO;5380;313
MATO GROSSO DO SUL;5380;118
MINAS GERAIS;5380;604
PARA;5380;156
PARAIBA;5380;66
PARANA;5380;333
PERNAMBUCO;5380;295
PIAUI;5380;69
RIO DE JANEIRO;5380;1010
RIO GRANDE DO NORTE;5380;88
RIO GRANDE DO SUL;5380;108
RONDONIA;5380;35
RORAIMA;5380;10
SANTA CATARINA;5380;244
SAO PAULO;5380;2448
SERGIPE;5380;28
TOCANTINS;5380;33
ACRE;5398;20
ALAGOAS;5398;10
AMAZONAS;5398;7
BAHIA;5398;49
CEARA;5398;18
DISTRITO FEDERAL;5398;14
ESPIRITO SANTO;5398;5
GOIAS;5398;48
MARANHAO;5398;2
MATO GROSSO;5398;7
MATO GROSSO DO SUL;5398;5
MINAS GERAIS;5398;57
PARA;5398;3
PARAIBA;5398;9
PARANA;5398;32
PERNAMBUCO;5398;16
PIAUI;5398;2
RIO DE JANEIRO;5398;22
RIO GRANDE DO NORTE;5398;6
RIO GRANDE DO SUL;5398;28
RONDONIA;5398;2
RORAIMA;5398;1
SANTA CATARINA;5398;25
SAO PAULO;5398;149
TOCANTINS;5398;2
ACRE;5401;20
ALAGOAS;5401;31
AMAZONAS;5401;35
AMAPA;5401;9
BAHIA;5401;225
CEARA;5401;198
DISTRITO FEDERAL;5401;17
ESPIRITO SANTO;5401;24
GOIAS;5401;83
MARANHAO;5401;37
MATO GROSSO;5401;11
MATO GROSSO DO SUL;5401;9
MINAS GERAIS;5401;103
PARA;5401;24
PARAIBA;5401;14
PARANA;5401;47
PERNAMBUCO;5401;40
PIAUI;5401;5
RIO DE JANEIRO;5401;30
RIO GRANDE DO NORTE;5401;45
RIO GRANDE DO SUL;5401;26
RONDONIA;5401;10
SANTA CATARINA;5401;48
SAO PAULO;5401;289
SERGIPE;5401;4
TOCANTINS;5401;3
ACRE;5410;23
ALAGOAS;5410;23
AMAZONAS;5410;47
AMAPA;5410;6
BAHIA;5410;964
CEARA;5410;976
DISTRITO FEDERAL;5410;867
ESPIRITO SANTO;5410;68
GOIAS;5410;457
MARANHAO;5410;46
MATO GROSSO;5410;33
MATO GROSSO DO SUL;5410;80
MINAS GERAIS;5410;308
PARA;5410;66
PARAIBA;5410;20
PARANA;5410;131
PERNAMBUCO;5410;76
PIAUI;5410;65
RIO DE JANEIRO;5410;499
RIO GRANDE DO NORTE;5410;94
RIO GRANDE DO SUL;5410;21
RONDONIA;5410;38
RORAIMA;5410;5
SANTA CATARINA;5410;127
SAO PAULO;5410;454
SERGIPE;5410;11
TOCANTINS;5410;14
ACRE;5428;3
ALAGOAS;5428;5
AMAZONAS;5428;15
AMAPA;5428;12
BAHIA;5428;49
CEARA;5428;15
DISTRITO FEDERAL;5428;69
ESPIRITO SANTO;5428;52
GOIAS;5428;64
MARANHAO;5428;16
MATO GROSSO;5428;44
MATO GROSSO DO SUL;5428;25
MINAS GERAIS;5428;171
PARA;5428;19
PARAIBA;5428;9
PARANA;5428;124
PERNAMBUCO;5428;135
PIAUI;5428;20
RIO DE JANEIRO;5428;394
RIO GRANDE DO NORTE;5428;79
RIO GRANDE DO SUL;5428;48
RONDONIA;5428;9
SANTA CATARINA;5428;121
SAO PAULO;5428;334
SERGIPE;5428;4
TOCANTINS;5428;10
ALAGOAS;5436;2
CEARA;5436;3
DISTRITO FEDERAL;5436;2
ESPIRITO SANTO;5436;5
GOIAS;5436;13
MARANHAO;5436;8
MATO GROSSO DO SUL;5436;8
MINAS GERAIS;5436;27
PARAIBA;5436;1
PARANA;5436;3
RIO DE JANEIRO;5436;16
SANTA CATARINA;5436;16
SAO PAULO;5436;19
TOCANTINS;5436;2
ACRE;5444;1
ALAGOAS;5444;18
AMAZONAS;5444;2
AMAPA;5444;1
BAHIA;5444;83
CEARA;5444;80
DISTRITO FEDERAL;5444;59
ESPIRITO SANTO;5444;74
GOIAS;5444;108
MARANHAO;5444;27
MATO GROSSO;5444;16
MATO GROSSO DO SUL;5444;50
MINAS GERAIS;5444;200
PARA;5444;12
PARAIBA;5444;49
PARANA;5444;64
PERNAMBUCO;5444;112
PIAUI;5444;14
RIO DE JANEIRO;5444;613
RIO GRANDE DO NORTE;5444;59
RIO GRANDE DO SUL;5444;60
RONDONIA;5444;12
RORAIMA;5444;4
SANTA CATARINA;5444;259
SAO PAULO;5444;788
SERGIPE;5444;5
TOCANTINS;5444;11
ACRE;5452;314
ALAGOAS;5452;824
AMAZONAS;5452;749
AMAPA;5452;89
BAHIA;5452;2819
CEARA;5452;5533
DISTRITO FEDERAL;5452;2867
ESPIRITO SANTO;5452;1435
GOIAS;5452;17460
MARANHAO;5452;625
MATO GROSSO;5452;788
MATO GROSSO DO SUL;5452;930
MINAS GERAIS;5452;4607
PARA;5452;1323
PARAIBA;5452;954
PARANA;5452;3789
PERNAMBUCO;5452;3589
PIAUI;5452;874
RIO DE JANEIRO;5452;11310
RIO GRANDE DO NORTE;5452;1732
RIO GRANDE DO SUL;5452;850
RONDONIA;5452;101
RORAIMA;5452;44
SANTA CATARINA;5452;2035
SAO PAULO;5452;16292
SERGIPE;5452;110
TOCANTINS;5452;243
ACRE;5460;43
ALAGOAS;5460;78
AMAZONAS;5460;70
AMAPA;5460;4
BAHIA;5460;310
CEARA;5460;123
DISTRITO FEDERAL;5460;68
ESPIRITO SANTO;5460;116
GOIAS;5460;630
MARANHAO;5460;40
MATO GROSSO;5460;55
MATO GROSSO DO SUL;5460;69
MINAS GERAIS;5460;685
PARA;5460;43
PARAIBA;5460;55
PARANA;5460;750
PERNAMBUCO;5460;279
PIAUI;5460;21
RIO DE JANEIRO;5460;454
RIO GRANDE DO NORTE;5460;58
RIO GRANDE DO SUL;5460;309
RONDONIA;5460;15
RORAIMA;5460;14
SANTA CATARINA;5460;398
SAO PAULO;5460;2236
SERGIPE;5460;11
TOCANTINS;5460;13
ACRE;5479;26
ALAGOAS;5479;85
AMAZONAS;5479;98
AMAPA;5479;11
BAHIA;5479;738
CEARA;5479;506
DISTRITO FEDERAL;5479;624
ESPIRITO SANTO;5479;62
GOIAS;5479;134
MARANHAO;5479;37
MATO GROSSO;5479;8
MATO GROSSO DO SUL;5479;9
MINAS GERAIS;5479;148
PARA;5479;16
PARAIBA;5479;39
PARANA;5479;64
PERNAMBUCO;5479;303
PIAUI;5479;45
RIO DE JANEIRO;5479;375
RIO GRANDE DO NORTE;5479;200
RIO GRANDE DO SUL;5479;24
RONDONIA;5479;9
RORAIMA;5479;3
